ASC_Name,Provider_ID,NPI,City,State,Zip_Code,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_8_Rate,ASC_8_Footnote,ASC_9_Rate,ASC_9_Footnote,ASC_10_Rate,ASC_10_Footnote,ASC_11_Rate,ASC_11_Footnote,ASC_12_Total_Cases,ASC_12_Performance_Category,ASC_12_RSHV_Rate,ASC_12_Interval_Lower_Limit,ASC_12_Interval_Upper_Limit,ASC_12_Footnote
NORTHLAKE ENDOSCOPY CENTER,11C0001031,1871594499,TUCKER,GA,30084,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,55,No Different than the National Rate,11.9,8,17.5,
NORTHERN ARIZONA SURGICENTER LLC,03C0001212,1871596114,FLAGSTAFF,AZ,86001,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE MOHS CENTER,06C0001112,1871602227,DENVER,CO,80220,0,,0,,0,,0,,92.31,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
COVENANT HIGH PLAINS SURGERY CENTER LLC,45C0001441,1871608216,LUBBOCK,TX,79410,0,,0,,0,,3.103,,62.3,,88.14,,97.65,,N/A,5,120,No Different than the National Rate,12.3,8.5,17.5,
ENDOUROLOGICAL INSTITUTE INC,40C0001025,1871609610,HATO REY,PR,917,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SARASOTA PLASTIC SURGERY CENTER INC,10C0001320,1871644096,SARASOTA,FL,34239,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PARKWEST SURGERY CENTER LLC,06C0001026,1871658658,PUEBLO,CO,81008,0,,0,,0,,0,,99.22,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CAROLINAS GASTROENTEROLOGY CENTER BALLANTYNE,34C0001137,1871674481,CHARLOTTE,NC,28277,0,,0,,0,,0,,100,,92.38,,90.33,,N/A,5,1166,No Different than the National Rate,12.9,9.4,17.7,
TRI STATE CENTERS FOR SIGHT INC,36C0001010,1871698894,CINCINNATI,OH,45236,0,,0,,0,,0,,73.77,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CONGRESSIONAL AMBULATORY SURGERY CENTER LLC,21C0001430,1871711689,ROCKVILLE,MD,20850,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PRINCE GEORGES MULTI SPECIALTY SURGERY CENTER,21C0001073,1871718270,LANDOVER,MD,20785,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BALL OUTPATIENT SURGERY CENTER LLC,15C0001166,1871720540,MUNCIE,IN,47303,0,,0,,0,,1.439,,N/A,5,100,,100,,N/A,5,279,No Different than the National Rate,11.6,8.1,16.5,
RIVERVIEW AMBULATORY SURGICAL CENTER LLC,39C0001087,1871729111,KINGSTON,PA,18704,0,,0,,0,,3.407,,54.9,,N/A,5,N/A,5,N/A,5,194,No Different than the National Rate,12,8.4,17.2,
FRANKLIN ENDOSCOPY CENTER LLC,44C0001161,1871730259,FRANKLIN,TN,37067,N/A,5,N/A,5,N/A,5,N/A,5,98.81,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY SURGERY CENTER FOR PAIN RELIEF LLC,15C0001167,1871751024,EVANSVILLE,IN,47711,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WESTMINSTER SURGERY CENTER,21C0001477,1871751859,WESTMINSTER,MD,21157,0.792,,0,,0,,0,,86.05,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HANOVER MEDICAL SPECIALISTS PA,34C0001151,1871755603,WILMINGTON,NC,28401,N/A,5,N/A,5,N/A,5,N/A,5,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WEST METRO ENDOSCOPY CENTER LLC,11C0001316,1871764712,DOUGLASVILLE,GA,30134,0,,0,,0,,0,,8.33,,89.69,,0,,N/A,5,376,No Different than the National Rate,12.2,8.6,17.5,
SURGICAL EYE EXPERTS LLC DBA SURGICAL EXPERT OF NEW ENGLAND LLC,22C0001072,1871774174,WORCESTER,MA,1605,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TERRE HAUTE SURGICAL CENTER LLC,15C0001158,1871799510,TERRE HAUTE,IN,47802,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GATEWAY SURGERY CENTER LLC,39C0001235,1871804815,EDWARDSVILLE,PA,18704,0,,0,,0,,0,,80,,93.86,,95.42,,N/A,5,816,No Different than the National Rate,12,8.7,16.4,
HILLSIDE ENDOSCOPY CENTER LLC,39C0001285,1871811257,HANOVER,PA,17331,0,,0,,0,,0,,46.15,,90.04,,79.56,,N/A,5,120,No Different than the National Rate,12.2,8.3,17.9,
CAROLINA DIGESTIVE CARE,34C0001189,1871824086,MORGANTON,NC,28655,N/A,5,N/A,5,N/A,5,N/A,5,97.37,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHWEST REGIONAL SURGERY CENTER LLC,15C0001188,1871838003,MERRILLVILLE,IN,46410,0,,0,,0,,0,,71.15,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SPALDING ENDOSCOPY CENTER LLC,11C0001400,1871841544,GRIFFIN,GA,30224,0,,0,,0,,0,,N/A,5,81.9,,0.75,,N/A,5,319,No Different than the National Rate,12.3,8.6,17.3,
WISCONSIN LASER AND SURGERY CENTER LLC,52C0001039,1871847319,MILWAUKEE,WI,53226,0,,0,,0,,0,,87.06,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
THE CENTER FOR SPECIALIZED SURGERY AT FORT MYERS,10C0001569,1871868422,FORT MYERS,FL,33901,0,,0,,0,,1.299,,70.49,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
GWINNETT SURGERY CENTER LLC,11C0001376,1871895821,LAWRENCEVILLE,GA,30046,0,,0,,0,,0,,84.09,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HEALTHONE RIDGE VIEW ENDOSCOPY CENTER LLC,06C0001032,1871912485,ENGLEWOOD,CO,80113,0,,0,,0,,0,,97.92,,95.83,,100,,N/A,5,807,No Different than the National Rate,14,9.8,19.2,
GRAND GI AND ENDOSCOPY GROUP INC,05C0002074,1871914291,LOS ANGELES,CA,90020,0,,0,,0,,0,,N/A,1,0,,11.28,,N/A,5,163,No Different than the National Rate,12,8.4,17.3,
SURGICAL EYE CENTER OF SAN ANTONIO,45C0001566,1871915041,LIVE OAK,TX,78233,0,,0,,0,,0,,54.55,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PRESTON SURGERY CENTER LLC,45C0001568,1871924027,FRISCO,TX,75034,0,,0,,0,,0,,83.05,,N/A,1,N/A,1,N/A,5,N/A,N/A,N/A,N/A,N/A,7
NORTHWEST EYELID AND ORBITAL SPECIALISTS PS,50C0001304,1871929646,SPOKANE,WA,99202,0,,0,,0,,3.086,,78.57,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY SURGERY CENTER FOR PELVIC NEURO SCIENCE LLC,21C0001596,1871941468,LUTHERVILLE TIMONIUM,MD,21093,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
TURNER SURGERY CENTER LLC,44C0001191,1871960153,NASHVILLE,TN,37205,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BAPTIST SURGERY AND ENDOSCOPY CENTERS LLC DBA BAPTIST HEALTH ENDOSCOPY CENTER AT GALLOWAY SOUTH,10C0001555,1871966507,MIAMI,FL,33173,2.278,,0,,0,,3.417,,82.26,,100,,100,,N/A,5,501,No Different than the National Rate,12.8,9,18.1,
INNOVATIVE SURGERY CENTER LLC,21C0001574,1881002343,HAVRE DE GRACE,MD,21078,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ADVANCED SURGERY CENTER OF TAMPA LLC,10C0001589,1881013142,TAMPA,FL,33606,0,,0,,0,,0,,52.38,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ACE ENDOSCOPY AND SURGERY CENTER,05C0002064,1881015584,RIALTO,CA,92377,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,49,No Different than the National Rate,12,8.2,17.7,
ACE ENDOSCOPY AND SURGERY CENTER,05C0005206,1881015584,RIALTO,CA,92377,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,49,No Different than the National Rate,12,8.2,17.7,
SURGCENTER OF CASTLE ROCK LLC,06C0001144,1881020899,CASTLE ROCK,CO,80109,6.826,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
KEARNEY PAIN TREATMENT CENTER LLC,28C0001057,1881031235,KEARNEY,NE,68847,0,,0,,0,,0,,93.75,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WESTERVILLE ENDOSCOPY CENTER LLC,36C0001283,1881035509,WESTERVILLE,OH,43082,0,,0,,0,,1.686,,88.89,,62.61,,19.35,,N/A,5,406,No Different than the National Rate,11.7,8.3,16.8,
PARAGON LASER AND EYE SURGERY CENTER,45C0001592,1881060457,ARLINGTON,TX,76012,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HEART AND VASCULAR SURGICAL CENTER LLC,03C0001374,1881074102,MESA,AZ,85206,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
FREEMAN SURGICAL CENTER OF PITTSBURG LLC,17C0001045,1881089076,PITTSBURG,KS,66762,0,,0,,0,,0,,81.82,,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
CENTER FOR COLON AND DIGESTIVE DISEASES LLC,42C0001085,1881094894,AIKEN,SC,29801,0,,0,,0,,0,,77.5,,91.63,,87.37,,N/A,5,451,No Different than the National Rate,10.9,7.6,15.8,
BANNER ESTRELLA SURGERY CENTER LLC,03C0001284,1881113785,PHOENIX,AZ,85037,0,,0,,0,,0,,95.77,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BELLIN HEALTH MARINETTE SURGERY CENTER,52C0001115,1881129351,MARINETTE,WI,54143,N/A,5,N/A,5,N/A,5,N/A,5,91.35,,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
THE HAND AND UPPER EXTREMITY SURGERY CENTER OF GEORGIA LLC,11C0001247,1881612042,ATLANTA,GA,30342,0,,0,,0,,0,,75.56,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BAY EYES SURGERY CENTER,01C0001045,1881618403,FAIRHOPE,AL,36532,0,,0,,0,,0,,95.83,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MIDLANDS ORTHOPAEDICS SURGERY CENTER LLC,42C0001068,1881620466,COLUMBIA,SC,29201,0.418,,0,,0,,0,,42.16,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUNCOAST ENDOSCOPY OF SARASOTA LLC,10C0001378,1881627578,SARASOTA,FL,34239,0,,0,,0,,0,,73.68,,87.67,,82.82,,N/A,5,1117,No Different than the National Rate,12.8,9.4,17.6,
NEW IBERIA SURGERY CENTER LLC,19C0001072,1881631497,NEW IBERIA,LA,70560,0,,0,,0,,0,,51.06,,N/A,1,N/A,1,100,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
DOHENY ENDOSURGICAL CENTER INC,05C0001751,1881642288,BEVERLY HILLS,CA,90211,0,,0,,0,,0,,60,,69.84,,71.43,,N/A,5,199,No Different than the National Rate,12.8,8.9,18.4,
ANMED ENTERPRISES INC UPSTATE ENDOSCOPY CENTER INC LLC,42C0001055,1881645810,ANDERSON,SC,29621,0,,0,,0,,1.409,,100,,94.79,,93.75,,N/A,5,773,No Different than the National Rate,9.8,6.9,13.5,
GATEWAY SURGERY CENTER LLC,16C0001011,1881651206,CLINTON,IA,52732,0,,0,,0,,2.676,,88.89,,100,,100,,N/A,5,252,No Different than the National Rate,13.7,9.3,19.4,
MEDICAL PLAZA ENDOSCOPY UNIT LLC,37C0001026,1881651453,NORMAN,OK,73071,0,,0,,0,,0,,100,,94.29,,21.89,,N/A,5,174,No Different than the National Rate,12.5,8.7,17.7,
CUMBERLAND VALLEY SURGERY CENTER,21C0001380,1881658524,HAGERSTOWN,MD,21740,0,,0,,0,,0,,80.39,,N/A,1,100,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
WEST HILLS SURGICAL CENTER LTD,05C0001358,1881659613,WEST HILLS,CA,91307,0,,0,,0,,0,,71.6,,100,,94.79,,N/A,5,590,No Different than the National Rate,12.1,8.6,17.1,
LEADER SURGICAL CENTER INC,39C0001088,1881662799,YORK,PA,17403,0,,0,,0,,0,,96.67,,30.31,,26.25,,N/A,5,226,No Different than the National Rate,12.4,8.7,17.7,
SILICON VALLEY SURGERY CENTER LP,05C0001465,1881662856,LOS GATOS,CA,95032,0,,0,,0,,0,,75.39,,90.63,,100,,N/A,5,412,No Different than the National Rate,12.7,9.1,17.6,
FLORHAM PARK ENDOSCOPY ASC LLC,31C0001122,1881667368,FLORHAM PARK,NJ,7932,0,,0,,0,,0,,97.83,,100,,100,,N/A,5,1710,No Different than the National Rate,11.9,9,15.7,
PASO DEL NORTE SURGERY CENTER,45C0001247,1881678662,EL PASO,TX,79912,0,,1.577,,0,,6.309,,100,,100,,60.32,,N/A,5,45,No Different than the National Rate,13.6,9.3,19.9,
MCPEAK SURGERY CENTER LLC,18C0001010,1881684538,GLASGOW,KY,42141,0,,0,,0,,0,,71.43,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ATHENS SURGERY CENTER LTD,36C0001199,1881686293,ATHENS,OH,45701,0,,0,,0,,0,,88.37,,86.81,,60.32,,N/A,5,116,No Different than the National Rate,12.2,8.4,17.8,
TURKS HEAD SURGERY CENTER LLC,39C0001187,1881687614,WEST CHESTER,PA,19380,0,,0,,0,,2.585,,41.74,,45.57,,64.29,,N/A,5,38,No Different than the National Rate,12.6,8.6,18.4,
SPINE AND PAIN TREATMENT MEDICAL CENTER OF SANTA MARIA INC,05C0001539,1881688554,SANTA MARIA,CA,93458,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ADVANCED AMBULATORY SURGERY CENTER LP,05C0001692,1881690949,REDLANDS,CA,92374,0,,0,,0,,0,,79.75,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
REVISION ADVANCED SURGERY CENTER INC,36C0001197,1881695732,MANSFIELD,OH,44907,0,,0,,0,,0,,67.39,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
RIVERSIDE PARK SURGICENTER INC,10C0001167,1881697522,JACKSONVILLE,FL,32204,0,,0,,0,,0,,33.33,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR DAY SURGERY,44C0001111,1881699106,TULLAHOMA,TN,37388,0,,4.184,,0,,0,,95.24,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WASATCH ENDOSCOPY CENTER LTD,46C0001016,1881701290,SALT LAKE CITY,UT,84124,0,,0,,0,,0,,97.87,,91.67,,93.75,,N/A,5,674,No Different than the National Rate,12.9,9.3,17.9,
WATERFRONT SURGERY CENTER LLC,39C0001138,1881704237,HOMESTEAD,PA,15120,0,,0,,0,,0,,72.04,,86.52,,88.08,,N/A,5,290,No Different than the National Rate,14,9.7,20.2,
SYSTEM OPTICS INC,36C0001120,1881728590,TALLMADGE,OH,44278,0,,0,,0,,0,,81.25,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DOVER SURGICENTER LLC,08C0001027,1881731321,DOVER,DE,19901,0,,0,,0,,0,,94.74,,97.18,,90,,N/A,5,122,No Different than the National Rate,13.7,9.5,20.4,
MILLENIA SURGERY CENTER LLC,10C0001434,1881736734,ORLANDO,FL,32811,0,,0,,0,,0,,0,,100,,48.86,,N/A,5,101,No Different than the National Rate,12.1,8.3,17.6,
BAY SURGERY CENTER LP,05C0001567,1881765964,OAKLAND,CA,94609,0,,0,,0,,0,,75,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ST GEORGE SURGICAL CENTER LP,46C0001008,1881770592,ST GEORGE,UT,84770,0.883,,0,,0,,0.883,,88.57,,N/A,1,N/A,1,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
NEW LEXINGTON CLINIC PSC,18C0001019,1881789964,LEXINGTON,KY,40504,0,,0,,0,,1.047,,82.87,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SACRAMENTO EYE SURGICENTER,55C0001062,1881792596,SACRAMENTO,CA,95816,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
DUKE TRIANGLE ENDOSCOPY CENTER LLC,34C0001127,1881793990,DURHAM,NC,27713,0.977,,0.977,,0,,0,,72.41,,100,,99.16,,N/A,5,699,No Different than the National Rate,10.4,7.2,14.9,
REDWOOD EMPIRE SURGERY CENTER INC,05C0001852,1881806453,WINDSOR,CA,95492,N/A,5,N/A,5,N/A,5,N/A,5,95.19,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ENDOSCOPY CENTER OF LODI,05C0001893,1881839959,LODI,CA,95240,0,,0,,0,,0,,83.87,,92.71,,92.71,,N/A,5,503,No Different than the National Rate,11.3,8,15.6,
NORTH PACIFIC DERMATOLOGY PS,50C0001286,1881845907,BELLEVUE,WA,98057,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTHEAST GEORGIA UROLOGICAL SURGERY CENTER LLC,11C0001331,1881850121,GAINESVILLE,GA,30501,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CORVALLIS CLINIC SURGERY CENTER,38C0001081,1881850386,CORVALLIS,OR,97330,0,,0,,0,,0,,84.88,,70.32,,99.44,,N/A,5,250,No Different than the National Rate,12,8.2,17.4,
BERGAN MERCY SURGERY CENTER LLC,28C0001051,1881858918,OMAHA,NE,68124,0,,0,,0,,0,,91.8,,92.45,,74.12,,100,,72,No Different than the National Rate,13.3,9,19.8,
THE BUX MONT ENDOSCOPY CENTER LP,39C0001261,1881862670,SELLERSVILLE,PA,18960,1.638,,0,,0,,0.819,,84.38,,89.68,,88.98,,N/A,5,613,No Different than the National Rate,14.7,10.5,20.8,
SKIN AND MOHS SURGERY CENTER LLC,26C0001115,1881875227,LEES SUMMIT,MO,64064,0,,0,,0,,0,,93.1,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PREMIER HEALTH ASSOCIATES LLC,31C0001211,1881882785,SPARTA,NJ,7871,0,,1.241,,0,,0,,96.67,,98.97,,100,,N/A,5,358,No Different than the National Rate,13.9,9.7,19.9,
SURGCENTER PINELLAS LLC,10C0001560,1881905792,LARGO,FL,33773,0,,0,,0,,0,,76.19,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ORTHOCARE SURGERY CENTER LLC,11C0001355,1881910818,ALBANY,GA,31721,0,,4.202,,0,,0,,56.67,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTER OF BONE AND JOINT INSTITUTE,11C0001361,1881911451,JESUP,GA,31545,0,,0,,0,,0,,90,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
N W EYE SURGEONS P C,50C0001294,1881928976,MOUNT VERNON,WA,98273,0,,0,,0,,0,,80,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
HAFA ADAI SPECIALIST GROUP,65C0001001,1881929842,TAMUNING,GU,96913,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,65,No Different than the National Rate,13.9,9.6,20.9,
CENTRAL OHIO UROLOGY SURGERY CENTER LLC,36C0001276,1881948073,GAHANNA,OH,43230,0,,0,,0,,0,,98,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
CENTER FOR SPINE AND PAIN MEDICINE,44C0001183,1881962348,CHATTANOOGA,TN,37421,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGERY CENTRE OF SW FLORIDA LLC,10C0001571,1881969269,CAPE CORAL,FL,33990,0,,0,,0,,1.076,,57.5,,95.99,,86.44,,N/A,5,1260,No Different than the National Rate,10.9,7.9,14.9,
NMOFS AMBULATORY SURGICAL CENTER PC,20C0001015,1881983096,PRESQUE ISLE,ME,4769,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PARK AVENUE SURGERY CENTER LLC,,1881997930,EDISON,NJ,8820,1.919,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY UROLOGY SURGICAL CENTER LLC,21C0001262,1891022000,CUMBERLAND,MD,21502,0,,0,,0,,0,,69.57,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ISLAND DIGESTIVE HEALTH CENTER LLC,33C0001142,1891049441,WEST ISLIP,NY,11795,0,,0,,0,,0,,100,,49.07,,11.75,,N/A,5,431,No Different than the National Rate,11.6,8.3,16.6,
ST CHARLES SURGERY CENTER,26C0001144,1891071072,ST CHARLES,MO,63301,0,,0,,0,,0,,100,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BAPTIST SURGERY AND ENDOSCOPY CENTERS LLC,10C0001142,1891118154,SUNRISE,FL,33351,0,,0,,0,,0,,87.13,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
PLAZA AMBULATORY SURGERY CENTER LLC,38C0001106,1891127981,PORTLAND,OR,97213,0,,0,,0,,0,,83.92,,27.64,,40.51,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1
HANFORD SPECIALTY SURGERY CENTER PC,05C0002105,1891133302,HANFORD,CA,93230,0,,0,,0,,0,,N/A,1,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SUMMIT AMBULATORY SURGICAL CENTER LLC,21C0001587,1891148219,HANOVER,MD,21076,0,,0,,0,,5.089,,55.88,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
COMPREHENSIVE SURGERY CENTER LLC,10C0001599,1891172078,CLEARWATER,FL,33765,0,,0,,0,,0,,25,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
SURGICAL CENTER OF NORTH FLORIDA LLC,10C0001257,1891184826,GAINESVILLE,FL,32605,0,,0,,7.874,,0,,73.08,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EZEANOLUE MD PRECISION SURGERY CENTER OF LAS VEGAS PLLC,29C0001118,1891185096,LAS VEGAS,NV,89106,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
FUNCTIONAL NEUROSURGICAL AMBULATORY SURGERY CENTERLLC,06C0001159,1891186987,LITTLETON,CO,80120,N/A,1,N/A,1,N/A,1,N/A,1,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ESSEX ENDOSCOPY CENTER OF NJ LLC,31C0001148,1891701611,NEWARK,NJ,7105,0,,0,,0,,0,,N/A,5,27.06,,62.06,,N/A,5,307,No Different than the National Rate,11.8,8.2,17.2,
CENTER FOR PAIN MANAGEMENT,03C0001294,1891717195,TUCSON,AZ,85712,0,,0,,0,,0,,93.33,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY SURGICAL CENTER LLC,52C0001034,1891717823,OSHKOSH,WI,54901,0,,0,,0,,0,,93.75,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
EYE MDS OF PUGET SOUND PLLC,50C0001234,1891722609,TACOMA,WA,98405,0,,0,,0,,0,,N/A,5,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
ARKLAMISS SURGERY CENTER LLC,19C0001105,1891724936,MONROE,LA,71201,0,,0,,0,,0,,34.78,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
BAY AREA HOUSTON ENDOSCOPY LP,45C0001453,1891726550,WEBSTER,TX,77598,N/A,5,N/A,5,N/A,5,N/A,5,97.75,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
MISSISSIPPI COAST ENDOSCOPY AND AMBULATORY CENTER LLC,25C0001035,1891728382,PASCAGOULA,MS,39567,0,,0,,0,,0.817,,75,,79.25,,84.03,,N/A,5,417,No Different than the National Rate,12,8.2,17,
LAKEWALK SURGERY CENTER INC,24C0001026,1891730644,DULUTH,MN,55805,0,,0,,0,,0,,63.92,,87.5,,83.33,,N/A,5,94,No Different than the National Rate,13.2,9.1,19.2,
THE ORTHOPEDIC AND SPORTS MEDICINE CENTER OF OREGON LLC,38C0001067,1891734877,PORTLAND,OR,97209,N/A,5,N/A,5,N/A,5,N/A,5,91.4,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
NORTH SUBURBAN SPINE CENTER LP,06C0001068,1891745956,THORNTON,CO,80229,0,,0,,0,,0,,97.5,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
AMBULATORY SURGICAL FACILITY OF S FLORIDA LLLP,10C0001249,1891750980,PEMBROKE PINES,FL,33028,0,,0,,0,,0.92,,64.54,,100,,55.75,,N/A,5,72,No Different than the National Rate,11.8,8,17.3,
CHARLOTTE SURGERY CENTER LIMITED PARTNERSHIP,34C0001016,1891750998,CHARLOTTE,NC,28211,0,,0.552,,0,,0.552,,90.57,,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5
WASHINGTON GASTROENTEROLOGY,50C0001160,1891754271,FEDERAL WAY,WA,98003,0,,0,,0,,4.184,,89.58,,100,,100,,N/A,5,686,No Different than the National Rate,13.5,9.7,18.7,
ST JOSEPH CENTER FOR OUTPATIENT SURGERY LLC,26C0001075,1891759569,ST JOSEPH,MO,64506,0,,0,,0,,0.787,,73.68,,93.61,,82.95,,N/A,5,821,No Different than the National Rate,12,8.7,16.5,
